global_step,local_step,pkl_format,demo_scale_source,demo_pos_scale,demo_rot_scale,current_pos_scale,current_rot_scale,raw_action_min,raw_action_max,action_changed_by_safety,intervention_overrode_action,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_6_desc,prev_gripper_feedback,next_gripper_feedback,delta_gripper_feedback,prev_gripper_state,next_gripper_state,prev_hw_gripper_cmd_right,next_hw_gripper_cmd_right,prev_hw_gripper_cmd_left,next_hw_gripper_cmd_left,refresh_success,refresh_source,reward,done,truncated
367,367,legacy_list,manual,0.018,0.05,0.018,0.05,-0.029058929532766342,0.025391580536961555,False,False,-0.012131201103329659,-0.022715993225574493,0.025391580536961555,0.009140050038695335,-0.029058929532766342,0.01019867230206728,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
368,368,legacy_list,manual,0.018,0.05,0.018,0.05,-0.022730384021997452,0.006615015212446451,False,False,0.0003907415666617453,-0.02251068875193596,0.00016308494377881289,-0.010590213350951672,-0.022730384021997452,0.006615015212446451,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
369,369,legacy_list,manual,0.018,0.05,0.018,0.05,-0.01274049375206232,0.027525994926691055,False,False,0.004349483642727137,-0.006943113636225462,-0.01274049375206232,0.027525994926691055,-0.01045227237045765,0.003232732880860567,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
370,370,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05603913217782974,0.03426859900355339,False,False,-0.0436670258641243,-0.012677577324211597,-0.05603913217782974,0.030751533806324005,0.03426859900355339,0.0321059487760067,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
371,371,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05764514580368996,0.05797233060002327,False,False,0.0016341607552021742,-0.022944064810872078,-0.05764514580368996,0.0196220800280571,-5.206156856729649e-05,0.05797233060002327,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
372,372,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07973115146160126,0.04789324849843979,False,False,-0.02254297398030758,-0.007872780784964561,-0.07973115146160126,0.04789324849843979,0.03315174579620361,0.031019357964396477,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
373,373,legacy_list,manual,0.018,0.05,0.018,0.05,-0.1017409935593605,0.08020424842834473,False,False,-0.06356918066740036,-0.0052886707708239555,-0.1017409935593605,0.08020424842834473,0.07174339145421982,0.035697776824235916,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
374,374,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0562518872320652,0.03982337936758995,False,False,-0.003915694076567888,-0.008194810710847378,-0.0562518872320652,0.03982337936758995,0.011240680702030659,0.0175677128136158,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
375,375,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0652894377708435,0.04949171096086502,False,False,-0.01743270456790924,-0.003050185041502118,-0.0652894377708435,0.04949171096086502,0.012902425602078438,0.03559603542089462,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
376,376,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05223022773861885,0.038971591740846634,False,False,-0.020559463649988174,8.692344272276387e-05,-0.05223022773861885,0.038971591740846634,0.012665526941418648,0.02072441577911377,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
377,377,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06149047240614891,0.030875327065587044,False,False,-0.06086048483848572,-0.027240565046668053,-0.06149047240614891,0.0007512354641221464,0.030875327065587044,0.0018594719003885984,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
378,378,legacy_list,manual,0.018,0.05,0.018,0.05,-0.027590328827500343,0.025621458888053894,False,False,-0.027590328827500343,-0.0023895669728517532,-0.024534763768315315,0.025621458888053894,0.006302732974290848,0.009213280864059925,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
379,379,legacy_list,manual,0.018,0.05,0.018,0.05,-0.013826622627675533,0.02262764796614647,False,False,-0.013826622627675533,-0.0022914675064384937,-0.008392665535211563,0.006475772242993116,-0.005095876287668943,0.02262764796614647,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
